63,Mason Miller,,OL,,,310,6-7,North Dakota State,,Rook,,,-9999
5,David Montgomery,28,RB,,,224,5-11,Iowa St.,6/7/1997,6,,Chicago Bears / 3rd / 73rd pick / 2019,MontDa01
96,Al-Quadin Muhammad,30,DE,,,250,6-3,Miami (FL),3/28/1995,8,,New Orleans Saints / 6th / 196th pick / 2017,MuhaAl00
52,Netane Muti,26,OL,,,315,6-3,Fresno St.,3/27/1999,5,,Denver Broncos / 6th / 181st pick / 2020,MutiNe00
62,Michael Niese,27,G,,,295,6-5,DaytonTemple,1/13/1998,2,,,NiesMi00
26,Morice Norris,25,S,,,198,5-11,Fresno St.,9/27/2000,1,,,NorrMo01
53,Trevor Nowaske,27,LB,,,235,6-3,Saginaw Valley St.,11/7/1998,2,,,NowaTr00
95,Pat O'Connor,32,DE,,,270,6-4,Eastern Michigan,11/1/1993,8,,Detroit Lions / 7th / 250th pick / 2017,OConPa00
,Gunnar Oakes,26,TE,,,252,6-4,Eastern Michigan,5/11/1999,Rook,,,-9999
12,Tim Patrick,32,WR,,,212,6-4,Utah,11/23/1993,7,,,PatrTi00
41,Anthony Pittman,29,OLB,,,224,6-3,Wayne State (MI),11/24/1996,6,,,PittAn01
69,Tate Ratledge,24,OL,,,310,,Georgia,4/26/2001,Rook,,Detroit Lions / 2nd / 57th pick / 2025,RatlTa00
11,Kalif Raymond,31,WR,,,180,5-8,Holy Cross,8/8/1994,9,,,RaymKa00
98,D.J. Reader,31,DT,,,335,6-3,Clemson,7/1/1994,9,,Houston Texans / 5th / 166th pick / 2016,ReadD.00
4,D.J. Reed,29,CB,,,188,5-9,Kansas St.,11/11/1996,7,,San Francisco 49ers / 5th / 142nd pick / 2018,ReedD.00
13,Craig Reynolds,29,RB,,,216,5-11,Kutztown (PA),6/15/1996,6,,,ReynCr00
21,Amik Robertson,27,CB,,,183,5-9,Louisiana Tech,7/6/1998,5,,Las Vegas Raiders / 4th / 139th pick / 2020,RobeAm00
35,Tyson Russell,,CB,,,185,5-11,Vanderbilt,,Rook,,,-9999
48,Jacob Saylors,24,RB,,,199,5-10,East Tennessee State,3/8/2001,Rook,,,SaylJa00
58,Penei Sewell,25,T,,,335,6-5,Oregon,10/9/2000,4,,Detroit Lions / 1st / 7th pick / 2021,SewePe00
70,Dan Skipper,31,OT,,,330,6-9,Arkansas,9/20/1994,8,,,SkipDa00
90,Chris Smith,26,,,,305,6-1,HarvardNotre Dame,12/15/1999,1,,,SmitCh06
14,Amon-Ra St. Brown,26,WR,,,202,6-0,USC,10/24/1999,4,,Detroit Lions / 4th / 112th pick / 2021,StxxAm00
,Steven Stilianos,25,TE,,,251,6-5,Iowa,2/25/2000,Rook,,,-9999
24,Loren Strickland,25,S,,,202,5-10,IndianapolisBall St.,5/31/2000,1,,,StriLo00
15,Grant Stuard,27,LB,,,230,5-11,Houston,10/15/1998,4,,Tampa Bay Buccaneers / 7th / 259th pick / 2021,StuaGr00
,Keaton Sutherland,28,G,,,316,6-5,Texas A&M,2/12/1997,6,,,SuthKe00
86,Malik Taylor,30,WR,,,220,6-1,Ferris St.,12/21/1995,5,,,TaylMa01
18,Isaac TeSlaa,23,WR,,,217,,HillsdaleArkansas,2/20/2002,Rook,,Detroit Lions / 3rd / 70th pick / 2025,TeSlIs00
47,Zeke Turner,29,S,,,214,6-2,Washington,6/9/1996,7,,,TurnZe00
45,Isaac Ukwu,26,DL,,,258,6-3,James MadisonMississippi,1/14/1999,1,,,UkwuIs00
33,Sione Vaki,24,S,,,213,5-11,Utah,7/30/2001,1,,Detroit Lions / 4th / 132nd pick / 2024,VakiSi00
38,Nick Whiteside,25,CB,,,200,6-1,Saginaw Valley St.,5/1/2000,2,,,WhitNi02
1,Jameson Williams,24,WR,,,180,6-1,Ohio St.Alabama,3/26/2001,3,,Detroit Lions / 1st / 12th pick / 2022,WillJa11
91,Tyleik Williams,22,DT,,,327,,Ohio St.,2/25/2003,Rook,,Detroit Lions / 1st / 28th pick / 2025,WillTy02
89,Brock Wright,27,TE,,,250,6-5,Notre Dame,11/27/1998,4,,,WrigBr01
23,Rock Ya-Sin,29,CB,,,195,5-11,Temple,5/23/1996,6,,Indianapolis Colts / 2nd / 34th pick / 2019,Ya-SRo00
84,Shane Zylstra,29,TE,,,240,6-4,Minnesota St.,11/16/1996,4,,,ZylsSh00
30,Khalil Dorsey (PUP),27,DB,,,185,5-8,Northern Arizona,3/31/1998,5,,,DorsKh00
71,Miles Frazier (PUP),24,OG,,,325,,Florida InternationalLSU,9/12/2001,Rook,,Detroit Lions / 5th / 171st pick / 2025,FrazMi00
54,Alim McNeill (PUP),25,DT,,,315,6-2,North Carolina St.,5/11/2000,4,,Detroit Lions / 3rd / 72nd pick / 2021,McNeAl00
78,Levi Onwuzurike (PUP),27,DL,,,290,6-3,Washington,3/2/1998,4,,Detroit Lions / 2nd / 41st pick / 2021,OnwuLe00
44,Malcolm Rodriguez (PUP),26,LB,,,234,5-11,Oklahoma St.,3/29/1999,3,,Detroit Lions / 6th / 188th pick / 2022,RodrMa00
94,Mekhi Wingo (PUP),22,DT,,,291,6-0,MissouriLSU,4/17/2003,1,,Detroit Lions / 6th / 189th pick / 2024,WingMe00
93,Josh Paschal (NON),26,DE,,,274,6-3,Kentucky,12/17/1999,3,,Detroit Lions / 2nd / 46th pick / 2022,PascJo00
76,Justin Herron (IR),30,OL,,,290,6-5,Wake Forest,11/27/1995,5,,New England Patriots / 6th / 195th pick / 2020,HerrJu00
28,Dan Jackson (IR),25,SAF,,,190,,Georgia,11/30/2000,Rook,,Detroit Lions / 7th / 230th pick / 2025,JackDa04
9,Ennis Rakestraw (IR),23,DB,,,191,5-11,Missouri,6/5/2002,1,,Detroit Lions / 2nd / 61st pick / 2024,RakeEn00
75,Colby Sorsdal (IR),25,OL,,,315,6-6,William & Mary,3/1/2000,2,,Detroit Lions / 5th / 152nd pick / 2023,SorsCo00
88,Kenny Yeboah (IR),27,TE,,,250,6-4,TempleMississippi,10/30/1998,4,,,YeboKe00
